CustomerID,Gender,Age,AgeGroup,Country,City,MembershipType,JoinDate
8505,Female,43,35-44,Spain,Valencia,None,2025-03-07
8506,Female,49,45-54,Canada,Toronto,Silver,2024-03-14
8507,Female,56,55-64,France,Lyon,Gold,2023-06-04
8508,Male,17,Under 18,Kenya,Nairobi,Gold,2025-02-13
8509,Female,63,55-64,United States,Austin,Silver,2024-05-03
8510,Male,60,55-64,Spain,Madrid,Platinum,2024-06-02
8511,Female,71,65+,Brazil,Salvador,None,2022-03-27
8512,Female,26,25-34,South Korea,Busan,Gold,2022-08-23
8513,Female,17,Under 18,Kenya,Nairobi,None,2023-04-24
8514,Male,82,65+,United States,New York,Silver,2025-09-04
8515,Male,19,18-24,Germany,Berlin,None,2024-10-05
8516,Male,67,65+,United States,Phoenix,None,2022-10-27
8517,Female,66,65+,United States,Austin,Silver,2025-07-11
8518,Female,41,35-44,China,Beijing,None,2025-02-20
8519,Male,40,35-44,Spain,Barcelona,None,2022-04-26
8520,Female,20,18-24,Canada,Montreal,None,2022-05-17
8521,Male,72,65+,Nigeria,Lagos,None,2023-07-03
8522,Male,38,35-44,United States,Boston,Silver,2023-12-16
8523,Male,81,65+,Canada,Vancouver,Platinum,2025-01-22
8524,Male,60,55-64,United States,Houston,Silver,2024-04-30
8525,Female,17,Under 18,Japan,Tokyo,None,2023-05-14
8526,Female,78,65+,United States,Boston,Silver,2024-09-13
8527,Male,78,65+,United States,Seattle,None,2024-08-29
8528,Male,67,65+,United Kingdom,Edinburgh,Silver,2024-10-22
8529,Female,79,65+,United Kingdom,Glasgow,None,2024-06-11
8530,Male,69,65+,Nigeria,Lagos,None,2022-03-22
8531,Male,57,55-64,United Kingdom,Leeds,Silver,2025-09-15
8532,Female,24,18-24,United Kingdom,London,None,2023-04-17
8533,Male,47,45-54,United States,Seattle,Silver,2025-04-03
8534,Male,31,25-34,Japan,Tokyo,None,2024-09-03
8535,Female,41,35-44,United States,Los Angeles,None,2024-07-01
8536,Female,70,65+,United Kingdom,Glasgow,Gold,2023-07-02
8537,Male,74,65+,United States,Los Angeles,None,2025-02-05
8538,Male,41,35-44,Egypt,Alexandria,None,2023-10-15
8539,Male,29,25-34,Germany,Berlin,None,2023-01-08
8540,Female,75,65+,United States,Phoenix,Gold,2022-05-24
8541,Male,61,55-64,India,Hyderabad,Silver,2022-05-29
8542,Male,18,18-24,Spain,Valencia,Silver,2024-05-27
8543,Male,45,45-54,India,Delhi,Gold,2023-09-26
8544,Female,58,55-64,Australia,Brisbane,Platinum,2023-04-24
8545,Female,24,18-24,United Kingdom,Manchester,Silver,2024-01-02
8546,Male,51,45-54,France,Lyon,Gold,2022-06-15
8547,Other,51,45-54,United States,Houston,None,2025-07-20
8548,Female,71,65+,United States,Los Angeles,None,2024-01-08
8549,Male,43,35-44,South Korea,Seoul,Silver,2025-09-08
8550,Female,27,25-34,India,Hyderabad,None,2023-08-11
8551,Female,44,35-44,United States,Seattle,None,2023-03-11
8552,Female,29,25-34,India,Delhi,None,2024-07-09
8553,Female,70,65+,Italy,Rome,Silver,2022-02-21
8554,Male,49,45-54,India,Delhi,None,2022-12-01
8555,Male,51,45-54,Germany,Berlin,None,2024-01-11
8556,Male,57,55-64,Australia,Perth,Silver,2022-08-10
8557,Female,75,65+,Germany,Hamburg,Silver,2025-12-15
8558,Female,27,25-34,Spain,Seville,Silver,2023-05-16
8559,Male,18,18-24,United Kingdom,Glasgow,None,2024-11-21
8560,Male,78,65+,Japan,Kyoto,Silver,2025-09-04
8561,Female,82,65+,France,Toulouse,Silver,2022-04-04
8562,Female,74,65+,United States,Phoenix,Silver,2022-11-09
8563,Male,28,25-34,United States,Seattle,None,2022-04-18
8564,Male,24,18-24,Spain,Seville,Silver,2023-03-09
8565,Female,40,35-44,United Kingdom,Edinburgh,Silver,2024-04-20
8566,Female,74,65+,United Kingdom,Birmingham,None,2025-02-20
8567,Female,76,65+,United Kingdom,Leeds,None,2023-09-11
8568,Male,79,65+,Germany,Cologne,None,2025-01-15
8569,Male,35,35-44,United States,New York,Platinum,2025-04-23
8570,Male,32,25-34,Canada,Ottawa,Gold,2023-08-01
8571,Male,36,35-44,Australia,Perth,None,2023-05-08
8572,Male,75,65+,China,Shanghai,Platinum,2025-03-31
8573,Female,21,18-24,United States,Phoenix,Gold,2022-12-15
8574,Male,54,45-54,United Kingdom,Leeds,Silver,2024-12-28
8575,Male,22,18-24,Australia,Brisbane,Platinum,2024-08-17
8576,Female,71,65+,China,Guangzhou,Silver,2023-02-20
8577,Male,36,35-44,India,Bangalore,Silver,2022-10-15
8578,Female,57,55-64,United States,Houston,Silver,2024-06-25
8579,Male,45,45-54,United Kingdom,Manchester,Platinum,2024-10-01
8580,Male,36,35-44,United States,Houston,Gold,2023-01-17
8581,Female,69,65+,United States,Phoenix,Silver,2024-07-24
8582,Male,63,55-64,United States,Chicago,Gold,2024-02-01
8583,Male,71,65+,Germany,Berlin,None,2022-01-10
8584,Male,64,55-64,China,Guangzhou,Silver,2023-10-10
8585,Female,68,65+,Spain,Barcelona,Gold,2023-01-05
8586,Male,65,65+,United Kingdom,Glasgow,None,2023-11-28
8587,Male,23,18-24,United States,Austin,Gold,2022-06-30
8588,Male,68,65+,Germany,Hamburg,Silver,2025-10-26
8589,Female,43,35-44,India,Mumbai,Silver,2022-04-22
8590,Male,60,55-64,Germany,Hamburg,Gold,2025-03-03
8591,Female,20,18-24,Brazil,Sao Paulo,Silver,2022-12-12
8592,Male,45,45-54,United Kingdom,Leeds,None,2024-06-22
8593,Female,39,35-44,United Kingdom,Edinburgh,Platinum,2022-07-05
8594,Female,38,35-44,Germany,Munich,Platinum,2022-03-17
8595,Male,45,45-54,France,Lyon,None,2025-09-18
8596,Female,78,65+,United Kingdom,London,None,2022-07-06
8597,Male,64,55-64,United States,Chicago,None,2024-04-28
8598,Female,72,65+,Kenya,Nairobi,None,2024-07-23
8599,Female,56,55-64,India,Bangalore,None,2022-11-19
8600,Other,73,65+,France,Marseille,Silver,2025-09-03
8601,Male,66,65+,United States,Phoenix,None,2025-03-18
8602,Female,22,18-24,South Korea,Incheon,Silver,2022-03-12
8603,Male,61,55-64,Australia,Sydney,Silver,2022-02-11
8604,Female,44,35-44,United States,Austin,Silver,2025-12-17
8605,Male,49,45-54,United Kingdom,Manchester,None,2022-06-11
8606,Female,40,35-44,United Kingdom,Edinburgh,Silver,2023-11-19
8607,Female,21,18-24,United States,Austin,Gold,2025-01-25
8608,Other,76,65+,United Kingdom,Birmingham,Silver,2023-07-11
8609,Female,31,25-34,United States,Boston,Platinum,2025-10-29
8610,Male,38,35-44,Canada,Montreal,Silver,2024-09-23
8611,Male,59,55-64,Germany,Frankfurt,Platinum,2025-01-05
8612,Female,80,65+,United Kingdom,Birmingham,Silver,2025-12-16
8613,Male,34,25-34,United States,New York,Gold,2022-07-06
8614,Female,71,65+,Sweden,Stockholm,Platinum,2022-10-26
8615,Female,24,18-24,United States,Los Angeles,None,2022-05-31
8616,Female,75,65+,United Kingdom,Manchester,Gold,2025-11-07
8617,Female,31,25-34,Nigeria,Ibadan,Gold,2024-03-15
8618,Male,23,18-24,Spain,Seville,None,2022-07-01
8619,Female,57,55-64,France,Paris,Silver,2023-03-05
8620,Female,83,65+,United States,New York,Gold,2025-03-30
8621,Female,80,65+,India,Delhi,None,2024-02-09
8622,Female,41,35-44,United Kingdom,London,None,2024-10-24
8623,Male,21,18-24,Nigeria,Kano,None,2023-12-16
8624,Female,21,18-24,United Kingdom,Manchester,None,2023-12-14
8625,Female,29,25-34,United States,Boston,Silver,2025-07-14
8626,Male,59,55-64,Australia,Brisbane,None,2024-03-10
8627,Male,47,45-54,United States,Houston,None,2024-12-23
8628,Female,75,65+,France,Paris,None,2025-11-28
8629,Female,22,18-24,United Kingdom,Birmingham,Platinum,2023-10-29
8630,Male,66,65+,Spain,Barcelona,None,2025-01-23
8631,Female,81,65+,Australia,Melbourne,Silver,2025-07-27
8632,Male,64,55-64,United States,Boston,None,2025-12-16
8633,Male,81,65+,France,Paris,Silver,2023-08-30
8634,Male,80,65+,Brazil,Rio de Janeiro,None,2022-06-15
8635,Female,39,35-44,United States,New York,Silver,2025-08-10
8636,Male,82,65+,Nigeria,Ibadan,Silver,2023-08-03
8637,Female,27,25-34,Japan,Kyoto,Silver,2022-04-19
8638,Female,72,65+,India,Hyderabad,Silver,2022-12-30
8639,Female,80,65+,Canada,Toronto,None,2025-06-14
8640,Male,70,65+,France,Toulouse,None,2023-04-22
8641,Male,71,65+,Canada,Ottawa,None,2024-06-06
8642,Male,40,35-44,United Kingdom,Glasgow,Gold,2025-11-13
8643,Female,65,65+,United States,Austin,Platinum,2024-09-27
8644,Female,47,45-54,Australia,Adelaide,Gold,2024-03-20
8645,Male,27,25-34,Japan,Tokyo,Silver,2023-06-04
8646,Male,52,45-54,United States,New York,None,2025-05-03
8647,Male,76,65+,United States,Los Angeles,None,2025-01-07
8648,Female,49,45-54,United States,Austin,None,2022-01-14
8649,Male,48,45-54,United States,Los Angeles,None,2023-09-29
8650,Female,71,65+,Australia,Sydney,Silver,2024-02-02
8651,Female,82,65+,Brazil,Brasilia,Silver,2023-05-23
8652,Female,84,65+,United States,New York,Gold,2025-10-29
8653,Male,77,65+,Japan,Kyoto,Silver,2025-11-10
8654,Female,30,25-34,India,Bangalore,None,2023-05-15
8655,Male,32,25-34,Australia,Adelaide,None,2022-01-07
8656,Female,70,65+,United States,Austin,None,2023-12-23
8657,Female,70,65+,United States,Phoenix,Platinum,2024-08-23
8658,Male,58,55-64,United States,Chicago,None,2023-03-15
8659,Male,62,55-64,United Kingdom,London,None,2024-09-24
8660,Male,66,65+,Australia,Sydney,Silver,2024-11-05
8661,Female,27,25-34,United Kingdom,London,Silver,2022-02-01
8662,Male,50,45-54,Germany,Berlin,None,2022-01-13
8663,Female,57,55-64,Spain,Barcelona,None,2024-04-07
8664,Female,64,55-64,United States,Houston,Gold,2024-04-13
8665,Female,30,25-34,Italy,Rome,Platinum,2025-04-27
8666,Female,59,55-64,United States,Austin,None,2022-06-13
8667,Male,44,35-44,Canada,Ottawa,None,2023-09-06
8668,Female,61,55-64,Nigeria,Ibadan,None,2023-10-24
8669,Male,33,25-34,India,Hyderabad,Platinum,2024-08-23
8670,Male,81,65+,Japan,Kyoto,None,2024-01-07
8671,Female,42,35-44,India,Bangalore,Gold,2024-09-27
8672,Female,19,18-24,United States,Los Angeles,Silver,2023-08-19
8673,Male,36,35-44,Australia,Perth,Silver,2022-06-08
8674,Male,36,35-44,United Kingdom,Edinburgh,Platinum,2022-03-16
8675,Male,40,35-44,Sweden,Malmo,None,2022-03-21
8676,Female,60,55-64,Egypt,Cairo,Gold,2024-03-25
8677,Female,19,18-24,United States,New York,Gold,2023-09-23
8678,Male,42,35-44,India,Mumbai,Silver,2023-01-02
8679,Female,27,25-34,United States,Los Angeles,Gold,2024-06-10
8680,Female,47,45-54,Nigeria,Abuja,Gold,2023-10-07
8681,Male,39,35-44,United Kingdom,Leeds,None,2023-03-28
8682,Female,45,45-54,Nigeria,Abuja,None,2022-05-13
8683,Male,42,35-44,United States,Seattle,None,2022-06-27
8684,Male,69,65+,India,Hyderabad,None,2022-08-27
8685,Other,77,65+,Canada,Toronto,Silver,2022-09-05
8686,Male,19,18-24,Nigeria,Ibadan,None,2024-06-18
8687,Female,41,35-44,United States,Phoenix,None,2024-06-19
8688,Male,47,45-54,Spain,Barcelona,Gold,2025-12-22
8689,Female,43,35-44,India,Chennai,Silver,2022-04-29
8690,Female,62,55-64,United Kingdom,Leeds,Gold,2025-12-04
8691,Male,64,55-64,United Kingdom,Manchester,Gold,2024-12-02
8692,Male,44,35-44,United States,Seattle,None,2022-06-17
8693,Female,56,55-64,Germany,Hamburg,Silver,2024-04-11
8694,Male,20,18-24,United States,Los Angeles,None,2024-04-27
8695,Female,27,25-34,India,Hyderabad,Gold,2022-05-30
8696,Female,81,65+,Japan,Osaka,None,2025-08-13
8697,Other,55,55-64,United States,Phoenix,None,2024-10-30
8698,Female,42,35-44,United States,Los Angeles,None,2023-08-07
8699,Male,83,65+,Kenya,Mombasa,Silver,2023-09-03
8700,Male,80,65+,France,Nice,None,2025-03-20
8701,Male,19,18-24,India,Delhi,None,2024-06-11
8702,Male,79,65+,France,Nice,Gold,2022-07-27
8703,Female,27,25-34,United States,Houston,Silver,2024-05-30
8704,Male,25,25-34,China,Guangzhou,None,2025-12-11
8705,Male,23,18-24,Canada,Toronto,Gold,2025-06-30
8706,Female,60,55-64,United States,Phoenix,None,2024-07-28
8707,Female,54,45-54,Germany,Frankfurt,Gold,2024-02-28
8708,Female,35,35-44,Spain,Barcelona,Gold,2024-06-21
8709,Female,75,65+,Japan,Kyoto,None,2023-02-07
8710,Female,30,25-34,India,Bangalore,Gold,2024-04-28
8711,Male,41,35-44,United States,Houston,None,2025-05-08
8712,Male,54,45-54,United States,Austin,None,2025-08-11
8713,Female,78,65+,Brazil,Sao Paulo,Silver,2024-05-17
8714,Female,53,45-54,China,Shenzhen,None,2023-03-28
8715,Female,74,65+,Mexico,Mexico City,None,2022-11-13
8716,Female,77,65+,Egypt,Giza,Silver,2022-11-09
8717,Male,54,45-54,United Kingdom,Birmingham,None,2022-12-06
8718,Female,62,55-64,Germany,Berlin,None,2024-02-20
8719,Female,45,45-54,Germany,Munich,None,2023-10-09
8720,Female,66,65+,United Kingdom,Leeds,Silver,2025-12-09
8721,Male,38,35-44,Australia,Perth,Silver,2024-06-20
8722,Other,70,65+,Russia,Novosibirsk,Silver,2025-12-07
8723,Male,26,25-34,Sweden,Malmo,Platinum,2025-09-03
8724,Female,20,18-24,Australia,Brisbane,None,2022-05-14
8725,Female,19,18-24,United States,Los Angeles,None,2023-01-25
8726,Female,41,35-44,Brazil,Rio de Janeiro,None,2022-03-11
8727,Female,26,25-34,Mexico,Monterrey,None,2024-07-24
8728,Female,58,55-64,Germany,Munich,Silver,2025-03-26
8729,Male,55,55-64,Canada,Montreal,Gold,2025-08-28
8730,Female,69,65+,United States,New York,None,2024-07-28
8731,Male,36,35-44,United Kingdom,Leeds,Silver,2022-12-13
8732,Female,71,65+,United States,Austin,None,2024-07-02
8733,Male,73,65+,Canada,Ottawa,Gold,2023-01-15
8734,Male,76,65+,United States,Seattle,Platinum,2024-10-18
8735,Female,72,65+,Australia,Sydney,None,2022-02-24
8736,Male,62,55-64,United States,Austin,None,2022-02-15
8737,Male,21,18-24,Italy,Milan,None,2024-06-14
8738,Female,25,25-34,United States,Los Angeles,Silver,2023-08-23
8739,Female,80,65+,Canada,Toronto,None,2022-07-21
8740,Male,35,35-44,United States,Los Angeles,Gold,2023-12-02
8741,Male,81,65+,Germany,Berlin,None,2024-06-28
8742,Female,57,55-64,United Kingdom,Leeds,Gold,2024-08-20
8743,Male,55,55-64,United States,Seattle,Platinum,2022-02-17
8744,Male,59,55-64,Germany,Berlin,None,2024-04-27
8745,Male,40,35-44,Australia,Perth,Gold,2022-04-23
8746,Male,16,Under 18,United States,Phoenix,None,2025-01-08
8747,Male,32,25-34,Kenya,Mombasa,Silver,2024-11-21
8748,Female,50,45-54,China,Beijing,Platinum,2024-03-03
8749,Female,32,25-34,France,Paris,Silver,2025-03-28
8750,Female,83,65+,Netherlands,Amsterdam,None,2024-07-12
8751,Female,48,45-54,Nigeria,Abuja,None,2024-05-21
8752,Female,20,18-24,Canada,Vancouver,None,2022-01-08
8753,Female,43,35-44,South Africa,Cape Town,Platinum,2022-10-05
8754,Female,41,35-44,France,Nice,Silver,2024-07-19
8755,Female,62,55-64,United States,Seattle,Silver,2025-10-15
8756,Male,56,55-64,United States,Phoenix,None,2024-01-18
8757,Other,45,45-54,United States,Boston,Platinum,2025-12-19
8758,Female,80,65+,United Kingdom,Leeds,None,2023-08-27
8759,Female,59,55-64,United States,Los Angeles,Silver,2022-07-15
8760,Female,21,18-24,Germany,Frankfurt,None,2024-10-15
8761,Female,38,35-44,Canada,Calgary,Platinum,2024-11-15
8762,Male,73,65+,United Kingdom,Glasgow,None,2022-01-04
8763,Male,64,55-64,Canada,Calgary,None,2025-07-09
8764,Female,37,35-44,Canada,Montreal,None,2025-01-28
8765,Male,35,35-44,Argentina,Buenos Aires,Silver,2024-05-11
8766,Male,36,35-44,Canada,Montreal,Gold,2025-07-19
8767,Female,55,55-64,South Korea,Seoul,None,2024-11-28
8768,Male,34,25-34,Mexico,Mexico City,Platinum,2022-06-15
8769,Female,45,45-54,Canada,Calgary,Gold,2024-08-22
8770,Male,77,65+,United States,Boston,None,2023-06-02
8771,Female,57,55-64,Mexico,Mexico City,None,2025-12-10
8772,Female,27,25-34,United States,Los Angeles,None,2025-06-23
8773,Female,55,55-64,United States,Boston,Gold,2024-11-04
8774,Male,21,18-24,Spain,Madrid,None,2022-04-01
8775,Female,52,45-54,France,Toulouse,None,2025-08-20
8776,Male,70,65+,United States,Austin,None,2022-11-28
8777,Female,41,35-44,United States,Austin,Silver,2025-02-27
8778,Female,76,65+,Nigeria,Ibadan,Gold,2025-03-23
8779,Female,78,65+,United States,Austin,None,2023-12-27
8780,Male,33,25-34,Nigeria,Ibadan,Silver,2023-06-06
8781,Male,37,35-44,Canada,Ottawa,Silver,2022-10-29
8782,Female,83,65+,Brazil,Brasilia,None,2023-05-11
8783,Male,30,25-34,France,Lyon,Silver,2022-04-20
8784,Male,80,65+,Russia,Saint Petersburg,None,2023-08-06
8785,Female,46,45-54,Mexico,Monterrey,None,2023-09-02
8786,Female,24,18-24,United Kingdom,Edinburgh,Platinum,2025-11-13
8787,Male,80,65+,Canada,Vancouver,None,2023-10-31
8788,Female,26,25-34,Netherlands,Rotterdam,Gold,2022-03-26
8789,Female,58,55-64,United States,Los Angeles,Silver,2022-07-31
8790,Male,42,35-44,Canada,Montreal,Gold,2023-06-21
8791,Male,83,65+,Germany,Berlin,Platinum,2023-03-18
8792,Female,62,55-64,United Kingdom,Birmingham,Gold,2023-06-13
8793,Female,71,65+,United States,New York,Silver,2023-10-13
8794,Female,16,Under 18,United States,Austin,Gold,2025-12-01
8795,Male,40,35-44,Canada,Montreal,Gold,2022-03-10
8796,Female,58,55-64,Spain,Barcelona,Silver,2023-02-25
8797,Female,41,35-44,Germany,Munich,None,2023-04-25
8798,Female,75,65+,United Kingdom,London,None,2025-10-11
8799,Female,72,65+,United States,Phoenix,Gold,2024-07-27
8800,Male,48,45-54,France,Nice,Platinum,2023-08-13
8801,Female,41,35-44,United States,Houston,None,2022-02-20
8802,Male,21,18-24,United States,Houston,Platinum,2023-10-30
8803,Female,75,65+,United States,Phoenix,Silver,2025-06-13
8804,Female,29,25-34,India,Bangalore,Silver,2024-09-15
8805,Female,69,65+,Spain,Valencia,None,2025-09-15
8806,Male,58,55-64,Australia,Melbourne,None,2023-12-03
8807,Female,59,55-64,United States,Los Angeles,Gold,2023-02-17
8808,Female,58,55-64,United States,New York,None,2022-11-13
8809,Male,50,45-54,United States,New York,Gold,2024-06-08
8810,Male,26,25-34,United Kingdom,London,Silver,2025-05-11
8811,Male,79,65+,Germany,Cologne,Silver,2024-04-24
8812,Male,59,55-64,South Korea,Seoul,Silver,2023-02-17
8813,Male,80,65+,United States,Boston,Silver,2024-06-20
8814,Female,37,35-44,United Kingdom,Glasgow,Platinum,2025-06-06
8815,Male,33,25-34,Germany,Cologne,None,2024-05-20
8816,Female,23,18-24,Canada,Ottawa,Gold,2025-11-15
8817,Male,50,45-54,United States,Houston,Gold,2023-01-19
8818,Female,54,45-54,United States,New York,Silver,2024-02-19
8819,Male,57,55-64,Germany,Cologne,Gold,2022-12-16
8820,Male,63,55-64,Germany,Frankfurt,None,2022-09-12
8821,Male,71,65+,Germany,Hamburg,None,2022-06-20
8822,Male,34,25-34,China,Guangzhou,None,2022-08-26
8823,Female,20,18-24,United States,Houston,Silver,2023-04-12
8824,Female,69,65+,Canada,Vancouver,Silver,2025-05-29
8825,Female,64,55-64,Canada,Vancouver,None,2022-10-16
8826,Female,20,18-24,United States,Austin,None,2023-02-19
8827,Male,59,55-64,India,Bangalore,Platinum,2024-12-04
8828,Male,34,25-34,United Kingdom,Birmingham,None,2023-12-23
8829,Female,70,65+,France,Toulouse,None,2024-08-13
8830,Female,46,45-54,Canada,Vancouver,None,2025-02-19
8831,Male,36,35-44,United States,New York,Silver,2023-11-06
8832,Male,49,45-54,United States,Boston,None,2022-03-23
8833,Male,46,45-54,Canada,Calgary,None,2023-11-12
8834,Male,58,55-64,United States,New York,Gold,2023-09-26
8835,Male,66,65+,India,Mumbai,Platinum,2025-10-07
8836,Female,37,35-44,France,Marseille,Platinum,2024-09-06
8837,Female,45,45-54,China,Beijing,Silver,2024-06-22
8838,Male,27,25-34,United States,Los Angeles,Silver,2024-04-19
8839,Male,82,65+,Spain,Seville,None,2023-07-13
8840,Other,82,65+,Australia,Brisbane,Silver,2023-08-18
8841,Female,29,25-34,France,Paris,Silver,2022-12-05
8842,Female,23,18-24,Poland,Krakow,Silver,2023-05-31
8843,Male,37,35-44,Australia,Melbourne,None,2024-11-27
8844,Male,16,Under 18,Spain,Valencia,Gold,2022-04-27
8845,Male,49,45-54,United Kingdom,London,Platinum,2024-03-04
8846,Female,53,45-54,Brazil,Sao Paulo,None,2024-06-03
8847,Male,51,45-54,Sweden,Stockholm,Silver,2022-07-31
8848,Male,26,25-34,United States,Boston,None,2022-03-26
8849,Male,80,65+,Australia,Adelaide,None,2023-09-22
8850,Female,61,55-64,Italy,Turin,None,2024-02-01
8851,Male,77,65+,United Kingdom,Manchester,Silver,2022-10-02
8852,Female,61,55-64,India,Hyderabad,None,2022-07-15
8853,Female,37,35-44,United States,Los Angeles,None,2023-03-12
8854,Female,50,45-54,United Kingdom,Leeds,Silver,2022-02-28
8855,Male,18,18-24,France,Lyon,Gold,2024-06-24
8856,Male,39,35-44,Canada,Calgary,None,2023-12-13
8857,Male,76,65+,France,Lyon,None,2024-05-07
8858,Male,63,55-64,Germany,Cologne,None,2023-03-24
8859,Male,36,35-44,Sweden,Gothenburg,Silver,2024-05-26
8860,Other,56,55-64,United States,New York,None,2023-12-15
8861,Female,26,25-34,France,Marseille,None,2025-11-01
8862,Male,35,35-44,Canada,Calgary,None,2022-08-28
8863,Male,40,35-44,Sweden,Gothenburg,None,2023-10-16
8864,Female,23,18-24,Mexico,Guadalajara,None,2025-11-13
8865,Female,51,45-54,United Kingdom,Birmingham,None,2025-10-11
8866,Other,25,25-34,Brazil,Brasilia,Platinum,2022-01-21
8867,Male,54,45-54,Germany,Frankfurt,None,2023-05-14
8868,Male,55,55-64,United States,Los Angeles,Silver,2022-07-18
8869,Female,40,35-44,United States,Boston,Silver,2024-10-02
8870,Male,47,45-54,United States,Chicago,None,2024-11-04
8871,Female,41,35-44,France,Paris,Silver,2024-04-03
8872,Female,62,55-64,Australia,Adelaide,Silver,2025-09-20
8873,Female,52,45-54,United States,New York,Platinum,2022-02-17
8874,Other,19,18-24,Italy,Rome,None,2022-03-08
8875,Female,70,65+,Germany,Frankfurt,None,2025-09-23
8876,Male,83,65+,Kenya,Mombasa,Gold,2022-02-02
8877,Female,42,35-44,United States,Houston,Platinum,2025-11-06
8878,Male,54,45-54,United States,Seattle,None,2024-03-26
8879,Female,61,55-64,Spain,Seville,Silver,2024-07-10
8880,Male,30,25-34,Japan,Osaka,None,2023-10-06
8881,Female,62,55-64,United States,Austin,Gold,2024-07-12
8882,Male,30,25-34,United Kingdom,Glasgow,None,2022-10-26
8883,Female,22,18-24,United Kingdom,Glasgow,None,2022-06-02
8884,Male,76,65+,India,Hyderabad,None,2022-07-13
8885,Male,68,65+,United States,New York,Silver,2022-09-03
8886,Female,21,18-24,United States,Los Angeles,None,2025-05-31
8887,Male,21,18-24,Brazil,Sao Paulo,Silver,2023-10-09
8888,Male,23,18-24,United States,Seattle,Silver,2022-07-01
8889,Female,77,65+,Germany,Frankfurt,Gold,2023-01-01
8890,Female,69,65+,United Kingdom,Edinburgh,Gold,2024-10-12
8891,Female,83,65+,Canada,Montreal,None,2023-06-17
8892,Male,81,65+,United States,Chicago,Silver,2025-04-23
8893,Male,71,65+,United States,Seattle,None,2022-01-31
8894,Female,46,45-54,Australia,Adelaide,Silver,2022-02-02
8895,Female,73,65+,United Kingdom,London,None,2025-02-06
8896,Female,22,18-24,Canada,Toronto,Platinum,2024-12-23
8897,Male,26,25-34,United States,Los Angeles,Gold,2022-05-11
8898,Male,63,55-64,Sweden,Malmo,Silver,2024-09-25
8899,Female,16,Under 18,Australia,Melbourne,Silver,2022-10-31
8900,Male,34,25-34,Canada,Toronto,Silver,2024-03-04
8901,Female,37,35-44,Spain,Seville,Silver,2024-12-15
8902,Male,81,65+,United States,Phoenix,Gold,2022-04-26
8903,Male,24,18-24,Canada,Vancouver,Gold,2025-12-24
8904,Female,78,65+,Germany,Berlin,None,2025-08-19
8905,Male,68,65+,United States,Phoenix,None,2023-03-26
8906,Male,76,65+,United States,Austin,Gold,2025-08-20
8907,Female,69,65+,United States,Chicago,None,2024-02-23
8908,Female,16,Under 18,India,Hyderabad,Silver,2023-05-14
8909,Male,20,18-24,India,Delhi,None,2025-06-29
8910,Female,80,65+,United Kingdom,Edinburgh,None,2023-05-07
8911,Male,43,35-44,United States,Seattle,Silver,2023-09-19
8912,Male,63,55-64,United States,Austin,Gold,2024-03-10
8913,Male,79,65+,United Kingdom,Leeds,None,2022-11-10
8914,Male,19,18-24,United States,Seattle,None,2025-07-03
8915,Female,37,35-44,Nigeria,Lagos,Silver,2025-06-18
8916,Female,65,65+,United States,Chicago,Gold,2025-09-23
8917,Male,54,45-54,United Kingdom,Edinburgh,Silver,2025-06-22
8918,Male,79,65+,Italy,Turin,Silver,2022-12-31
8919,Female,49,45-54,United Kingdom,Leeds,None,2024-05-02
8920,Female,39,35-44,Japan,Osaka,Platinum,2024-03-23
8921,Female,37,35-44,United Kingdom,Birmingham,Gold,2025-03-20
8922,Female,62,55-64,France,Nice,None,2023-06-17
8923,Male,32,25-34,Germany,Frankfurt,None,2024-02-17
8924,Female,38,35-44,Australia,Perth,Silver,2022-11-15
8925,Male,44,35-44,United States,Phoenix,Silver,2024-02-05
8926,Female,61,55-64,United States,Seattle,Silver,2022-01-05
8927,Female,17,Under 18,United States,Boston,None,2022-01-21
8928,Male,52,45-54,Japan,Kyoto,Platinum,2023-03-05
8929,Male,48,45-54,Ireland,Galway,None,2024-10-23
8930,Female,24,18-24,United States,New York,None,2023-04-25
8931,Female,39,35-44,United States,Los Angeles,None,2024-09-29
8932,Female,16,Under 18,United Kingdom,Leeds,Gold,2024-08-14
8933,Male,84,65+,United Kingdom,Leeds,Platinum,2023-03-12
8934,Female,68,65+,France,Paris,None,2024-07-29
8935,Female,71,65+,Canada,Vancouver,None,2023-08-22
8936,Female,31,25-34,France,Nice,Gold,2025-11-30
8937,Other,46,45-54,United States,Boston,Gold,2022-01-27
8938,Female,44,35-44,Nigeria,Lagos,Silver,2024-08-26
8939,Male,22,18-24,Japan,Tokyo,None,2025-04-23
8940,Other,77,65+,Egypt,Giza,Silver,2022-08-12
8941,Female,20,18-24,France,Toulouse,Silver,2025-11-29
8942,Female,74,65+,Germany,Frankfurt,None,2024-05-11
8943,Male,27,25-34,Germany,Berlin,None,2024-04-05
8944,Male,59,55-64,United States,Seattle,Silver,2022-08-30
8945,Female,84,65+,United Kingdom,Manchester,None,2024-05-21
8946,Male,35,35-44,Italy,Naples,Gold,2022-08-13
8947,Female,34,25-34,Spain,Seville,Silver,2023-08-12
8948,Female,24,18-24,Egypt,Alexandria,Silver,2025-09-16
8949,Female,84,65+,India,Chennai,Platinum,2022-12-08
8950,Male,28,25-34,United States,Boston,None,2022-09-18
8951,Female,69,65+,Brazil,Sao Paulo,Gold,2022-01-10
