BookID,ISBN,Title,AuthorID,PublisherID,Genre,SubGenre,Language,PublicationYear,Format,Pages,UnitCost,UnitPrice,Rating,ReviewCount
3485,978-960-16363-7,The Distant Echo,34,25,History,World History,English,1993,Audiobook,554,10.64,25.69,4.3,87
3486,978-869-57747-3,The Secret Chronicle,471,46,History,Cultural History,Spanish,1995,eBook,229,4.6,8.03,3.5,18
3487,978-575-59755-6,The Last Kingdom,269,3,Self-Help,Career Development,English,1995,Paperback,455,9.23,19.09,3.5,276
3488,978-648-10121-3,The Shattered Labyrinth,86,76,Science Fiction,Dystopian,English,2019,Paperback,807,15.84,28.25,3.8,157
3489,978-431-32881-0,The Fading Harbor,443,81,Biography,Autobiography,German,2022,Audiobook,560,10.83,21.85,4.2,122
3490,978-216-13237-3,The Golden Symphony,139,5,Poetry,Spoken Word,Spanish,2003,eBook,192,3.75,6.79,5.0,16
3491,978-613-58955-4,The Distant Shadow,150,39,Fiction,Contemporary Fiction,Spanish,1995,Paperback,260,5.94,12.18,3.0,104
3492,978-833-80465-4,The Broken Orchard,357,5,Poetry,Classic Poetry,English,2013,Paperback,161,3.27,7.07,3.4,95
3493,978-307-63089-7,The Burning Shadow,61,17,History,Military History,English,2022,Hardcover,401,12.63,24.54,4.0,190
3494,978-744-69155-8,The Shattered Compass,317,71,Thriller,Legal Thriller,Japanese,2022,eBook,286,2.18,5.16,3.5,50
3495,978-772-29943-7,The Ancient Harbor,138,32,Fantasy,Fairy Tale Retelling,Italian,2006,eBook,805,7.03,12.13,4.4,78
3496,978-781-72706-5,The Broken Horizon,415,51,Horror,Psychological Horror,English,2018,Paperback,343,6.63,11.49,3.8,118
3497,978-405-10337-4,The Whispering Echo,233,27,Fiction,Historical Fiction,English,2024,Paperback,144,4.26,11.58,4.4,75
3498,978-452-87261-5,The Shattered Orchard,325,17,History,Ancient History,English,2019,Paperback,423,8.32,14.37,3.8,130
3499,978-474-10458-2,The Whispering Symphony,231,86,Science Fiction,Hard Sci-Fi,English,2007,Hardcover,636,10.35,26.17,4.2,42
3500,978-867-61240-7,The Distant Mirror,96,68,Cooking,Healthy Eating,Spanish,1999,Audiobook,599,13.63,26.2,3.4,82
3501,978-909-50042-7,The Forgotten Harbor,161,87,Science Fiction,Hard Sci-Fi,English,2003,eBook,803,6.68,12.02,5.0,72
3502,978-472-81626-2,The Fading Storm,418,9,Poetry,Sonnets,Japanese,2003,Paperback,375,5.81,14.17,3.0,137
3503,978-972-27545-8,The Secret Echo,255,22,History,World History,Italian,2025,Hardcover,486,9.17,24.25,3.5,321
3504,978-612-63027-7,The Last Journey,81,45,Fiction,Historical Fiction,Portuguese,2016,Hardcover,511,17.15,31.81,3.1,239
3505,978-446-92991-3,The Secret Mirror,34,100,Young Adult,YA Contemporary,Italian,2020,eBook,136,2.81,6.1,4.3,20
3506,978-100-14115-8,The Distant Tide,42,82,Cooking,Healthy Eating,English,2017,Hardcover,124,6.87,14.56,4.2,153
3507,978-649-62521-1,The Secret Letter,408,52,Mystery,Noir,English,2007,Paperback,677,9.12,16.87,3.2,46
3508,978-679-57680-0,The Secret Compass,470,18,Business,Entrepreneurship,German,2018,Audiobook,389,10.5,25.39,4.4,42
3509,978-970-36081-3,The Fading Promise,252,96,Horror,Supernatural Horror,English,2013,Paperback,601,8.69,23.23,3.5,125
3510,978-745-50891-5,The Silent Garden,292,59,Horror,Supernatural Horror,Italian,2016,eBook,781,8.28,14.04,4.1,40
3511,978-126-85544-3,The Endless Horizon,260,79,Thriller,Psychological Thriller,English,2000,Hardcover,291,10.12,19.28,4.2,235
3512,978-609-76178-8,The Broken Symphony,166,38,Fantasy,Fairy Tale Retelling,English,1998,Paperback,662,9.96,19.41,3.8,138
3513,978-767-77365-2,The Quiet Echo,384,77,Biography,Memoir,Spanish,1996,eBook,269,3.3,7.61,4.4,212
3514,978-546-70995-2,The Burning Mirror,129,90,Poetry,Contemporary Poetry,English,2000,eBook,638,5.99,10.0,3.8,118
3515,978-485-53011-5,The Shattered Kingdom,368,43,History,Military History,English,2025,eBook,231,2.31,5.69,4.1,35
3516,978-828-36390-0,The Secret Storm,43,65,Children,Chapter Book,English,2023,Paperback,333,6.77,17.16,3.7,72
3517,978-649-85343-6,The Last Letter,290,79,Horror,Psychological Horror,Chinese,1995,Paperback,449,7.01,16.31,2.9,182
3518,978-712-21082-3,The Burning Legacy,280,36,Thriller,Legal Thriller,English,2009,Paperback,461,7.7,14.4,3.8,89
3519,978-517-33552-8,The Fading Journey,67,66,Fiction,Historical Fiction,English,2023,Hardcover,141,8.22,20.08,3.4,75
3520,978-349-94761-6,The Frozen Legacy,436,49,Cooking,Quick Meals,German,2017,Hardcover,711,13.83,32.29,4.7,317
3521,978-566-49669-0,The Wandering Echo,95,57,Children,Early Reader,French,2012,Paperback,124,3.07,6.37,3.1,94
3522,978-962-32222-0,The Scarlet Mirror,340,53,History,Military History,English,2011,Hardcover,736,16.02,31.25,4.6,268
3523,978-641-81053-0,The Whispering Labyrinth,239,23,History,Cultural History,Spanish,2001,Paperback,264,4.62,11.92,3.8,90
3524,978-735-70975-8,The Ancient Promise,382,99,Poetry,Classic Poetry,English,2023,Hardcover,617,16.44,32.01,4.1,48
3525,978-211-37713-6,The Wandering Flame,218,32,Horror,Psychological Horror,English,1992,Paperback,618,8.87,19.93,3.1,8
3526,978-988-89119-3,The Broken Journey,300,75,Young Adult,YA Dystopian,German,2021,eBook,439,4.49,10.28,3.7,86
3527,978-319-50395-1,The Golden Legacy,370,78,Horror,Psychological Horror,English,2021,Audiobook,496,7.78,21.03,3.5,98
3528,978-973-48475-7,The Golden Storm,5,72,Romance,Romantic Comedy,Italian,1999,Hardcover,171,9.76,16.44,5.0,272
3529,978-500-69700-1,The Last River,107,21,Young Adult,YA Contemporary,Italian,2008,Paperback,750,12.85,24.55,3.5,1
3530,978-926-57388-6,The Secret Storm,223,99,Business,Entrepreneurship,English,2021,eBook,203,2.84,7.57,4.5,174
3531,978-901-16960-6,The Whispering Promise,180,63,Mystery,Cozy Mystery,English,2007,Hardcover,580,13.03,29.52,4.5,118
3532,978-779-28112-2,The Forgotten Compass,18,16,History,Cultural History,German,2000,eBook,120,2.21,5.96,4.5,102
3533,978-923-47470-4,The Ancient Journey,319,61,Young Adult,YA Romance,German,1992,Hardcover,642,14.82,30.54,3.6,320
3534,978-647-92440-2,The Last Chronicle,41,47,Self-Help,Mindfulness,English,2005,eBook,371,3.65,6.95,4.9,178
3535,978-863-33026-3,The Frozen Harbor,381,70,Business,Marketing,English,1999,Paperback,457,7.63,20.96,5.0,346
3536,978-254-87154-8,The Frozen Promise,88,97,Biography,Memoir,English,2020,eBook,136,3.02,5.21,4.1,57
3537,978-163-50903-6,The Endless Letter,301,26,Mystery,Cozy Mystery,English,2021,Paperback,273,6.08,13.71,3.6,68
3538,978-588-92552-7,The Scarlet Shadow,445,86,Science Fiction,Dystopian,English,2001,Hardcover,424,8.45,20.67,3.4,186
3539,978-828-71313-4,The Secret Flame,182,85,Poetry,Sonnets,English,1997,Paperback,622,8.09,21.14,4.2,51
3540,978-788-98590-2,The Last Kingdom,108,21,Young Adult,YA Contemporary,English,2000,Paperback,538,6.06,15.68,3.9,50
3541,978-574-42648-6,The Ancient Compass,115,30,History,World History,English,2004,Audiobook,302,11.96,21.27,4.0,43
3542,978-568-11880-4,The Endless Garden,226,43,Biography,Celebrity Biography,English,2014,Paperback,537,10.18,21.66,3.2,54
3543,978-648-86898-1,The Whispering Journey,147,29,Biography,Political Biography,English,1995,Hardcover,276,12.58,22.89,3.9,122
3544,978-880-82278-3,The Shattered Kingdom,439,19,Business,Economics,French,2025,Paperback,508,7.22,17.75,4.5,173
3545,978-856-87445-5,The Ancient Labyrinth,421,74,Young Adult,YA Fantasy,Chinese,2015,Paperback,498,7.28,16.96,4.3,126
3546,978-198-24145-6,The Burning Symphony,340,71,Business,Marketing,English,1994,eBook,278,3.27,7.21,3.7,74
3547,978-635-15053-2,The Golden Echo,173,75,Poetry,Spoken Word,English,2001,eBook,260,3.49,7.53,3.8,102
3548,978-442-89954-7,The Forgotten Letter,67,62,Horror,Supernatural Horror,English,2015,Hardcover,483,10.33,27.58,3.1,216
3549,978-818-14170-3,The Restless Garden,116,19,History,Cultural History,Japanese,2008,Paperback,530,7.19,19.9,3.5,92
3550,978-554-18471-2,The Hidden Tide,232,59,Mystery,Detective,English,2008,eBook,805,7.0,11.69,3.7,70
3551,978-991-97069-1,The Quiet Legacy,408,54,Children,Chapter Book,English,1991,Paperback,466,10.22,19.79,4.2,9
3552,978-488-67730-7,The Shattered Flame,386,91,Young Adult,YA Fantasy,English,2004,eBook,431,3.05,8.38,3.5,86
3553,978-710-89287-3,The Burning Mirror,490,88,Self-Help,Personal Finance,English,2012,Paperback,453,8.15,15.0,3.3,175
3554,978-197-72717-4,The Whispering Orchard,222,11,Fiction,Contemporary Fiction,Spanish,2016,Paperback,732,9.88,22.45,4.3,22
3555,978-938-19660-2,The Quiet Shadow,277,55,Business,Marketing,Italian,2006,Paperback,334,8.3,15.12,3.7,31
3556,978-238-77334-6,The Secret Chronicle,109,95,Poetry,Contemporary Poetry,Spanish,2009,Paperback,386,6.91,11.76,3.4,59
3557,978-440-56897-7,The Hidden Shadow,345,71,Thriller,Psychological Thriller,English,1997,eBook,378,2.77,7.77,4.3,65
3558,978-853-72212-3,The Fading Flame,322,49,Self-Help,Personal Finance,Chinese,2018,Paperback,556,8.32,14.08,4.2,118
3559,978-969-36455-8,The Hidden Promise,35,68,Fantasy,Sword & Sorcery,English,2015,eBook,609,3.89,9.94,3.8,314
3560,978-535-97464-0,The Frozen Tide,204,3,Business,Marketing,English,2016,Paperback,457,6.49,15.3,3.7,38
3561,978-535-81167-1,The Scarlet Compass,467,50,Mystery,Cozy Mystery,English,2014,eBook,304,3.98,7.86,4.1,61
3562,978-143-87509-5,The Whispering Compass,257,92,Thriller,Action Thriller,English,2025,Paperback,602,9.37,17.71,4.2,96
3563,978-980-71899-6,The Shattered Harbor,219,45,Biography,Autobiography,English,2021,Paperback,312,5.01,12.75,4.0,56
3564,978-114-64442-2,The Burning Mirror,63,94,Mystery,Cozy Mystery,Portuguese,2019,Paperback,748,9.46,24.63,4.0,112
3565,978-123-82646-4,The Burning Flame,397,80,Children,Early Reader,English,2002,Paperback,556,9.51,22.55,3.6,135
3566,978-525-59054-2,The Fading Legacy,453,95,Business,Entrepreneurship,Spanish,1992,Hardcover,428,9.79,22.69,3.6,55
3567,978-103-10903-4,The Silent Horizon,453,15,Poetry,Sonnets,English,1990,Paperback,283,6.59,15.34,3.8,181
3568,978-247-41057-5,The Forgotten Promise,461,84,Self-Help,Career Development,English,2018,Hardcover,650,13.18,33.54,3.4,66
3569,978-664-42806-8,The Wandering Mirror,473,22,Fantasy,Epic Fantasy,German,2022,Paperback,546,8.75,14.76,3.3,46
3570,978-733-71277-4,The Midnight Letter,152,28,Poetry,Spoken Word,Spanish,2013,Paperback,737,11.12,20.24,3.9,25
3571,978-368-73737-5,The Burning Labyrinth,379,14,Mystery,Cozy Mystery,English,2015,eBook,614,4.4,7.4,4.4,177
3572,978-814-65848-5,The Wandering Shadow,147,29,Cooking,World Cuisine,Spanish,1993,Audiobook,672,9.98,26.56,2.8,90
3573,978-646-93867-2,The Shattered Mirror,182,65,Thriller,Psychological Thriller,German,2010,eBook,184,1.89,5.11,3.7,36
3574,978-305-48910-2,The Secret Flame,86,33,Self-Help,Personal Finance,English,2011,Audiobook,137,6.56,13.55,4.0,50
3575,978-740-61254-8,The Hidden Symphony,22,3,Biography,Memoir,English,1995,Audiobook,580,15.12,30.02,4.5,135
3576,978-632-64752-1,The Quiet Compass,293,23,Biography,Political Biography,English,2017,Hardcover,120,10.94,21.5,4.9,188
3577,978-830-92935-7,The Golden Promise,40,14,Science Fiction,Space Opera,English,2002,Paperback,743,7.62,20.4,3.8,125
3578,978-238-49611-1,The Broken Mirror,100,91,History,Military History,English,1997,Paperback,738,11.12,19.82,5.0,200
3579,978-307-46238-7,The Silent Symphony,96,76,Biography,Political Biography,Spanish,2015,Hardcover,529,15.5,32.81,4.2,421
3580,978-372-61939-1,The Golden Mirror,308,54,Poetry,Sonnets,English,2005,eBook,630,4.33,9.79,4.3,208
3581,978-406-24269-8,The Burning Labyrinth,249,86,Self-Help,Productivity,English,2009,eBook,415,4.65,9.77,3.3,135
3582,978-899-50250-6,The Broken Kingdom,473,27,Business,Entrepreneurship,English,2009,Paperback,790,10.18,28.28,4.1,68
3583,978-758-42457-0,The Distant Symphony,329,91,Romance,Paranormal Romance,English,2012,eBook,145,2.68,6.64,4.4,39
3584,978-589-47073-6,The Wandering Kingdom,91,78,Romance,Paranormal Romance,English,2004,eBook,324,5.42,9.04,3.5,220
3585,978-585-40000-5,The Broken Horizon,127,26,Fiction,Historical Fiction,Portuguese,2019,Paperback,608,10.51,21.54,2.5,43
3586,978-896-49428-3,The Fading Flame,113,63,Horror,Supernatural Horror,English,2021,Hardcover,671,11.51,31.15,4.0,141
3587,978-501-32951-2,The Shattered Garden,228,96,Fantasy,Epic Fantasy,English,2007,Audiobook,289,7.41,17.5,3.8,23
3588,978-302-33013-6,The Shattered Harbor,46,38,Romance,Historical Romance,German,1996,eBook,681,4.11,10.37,4.6,18
3589,978-223-40359-6,The Endless Harbor,214,22,Cooking,Healthy Eating,English,2000,Paperback,442,10.97,18.87,3.6,173
3590,978-396-37995-2,The Shattered Orchard,158,92,Children,Picture Book,Chinese,2017,Hardcover,720,17.06,30.93,3.5,47
3591,978-687-93180-7,The Last River,53,32,History,World History,English,1999,eBook,306,4.05,8.33,3.3,115
3592,978-523-46062-2,The Broken Mirror,441,56,Poetry,Sonnets,Japanese,2018,eBook,604,6.98,11.87,3.6,49
3593,978-479-74405-0,The Whispering Tide,173,10,Horror,Supernatural Horror,English,2013,Paperback,265,5.31,11.99,5.0,189
3594,978-531-51080-5,The Endless Symphony,8,63,Cooking,Quick Meals,English,2006,Audiobook,216,7.51,13.26,3.0,72
3595,978-976-70819-0,The Fading Orchard,369,100,Children,Chapter Book,English,1994,Paperback,613,8.94,19.15,3.2,67
3596,978-996-10269-2,The Frozen Letter,319,4,Biography,Autobiography,English,2009,Audiobook,596,12.22,21.74,3.9,127
3597,978-245-20731-4,The Last Echo,176,29,Fantasy,Epic Fantasy,English,2014,eBook,325,4.56,7.92,5.0,182
3598,978-202-92754-2,The Shattered River,193,63,Thriller,Legal Thriller,English,1995,eBook,543,4.19,8.99,4.3,63
3599,978-319-50833-1,The Secret River,100,60,Young Adult,YA Romance,English,2019,Audiobook,779,10.32,26.15,4.8,169
3600,978-865-13957-6,The Fading Symphony,159,42,Mystery,Detective,English,1997,eBook,353,3.44,8.64,3.7,138
3601,978-513-33075-4,The Midnight Harbor,83,32,Young Adult,YA Dystopian,English,2004,Paperback,471,7.63,18.07,3.1,147
3602,978-876-71477-7,The Silent Horizon,87,75,Science Fiction,Space Opera,English,2009,eBook,266,2.77,6.82,3.7,216
3603,978-681-26701-5,The Frozen Promise,195,49,Fiction,Historical Fiction,French,2016,Paperback,482,6.14,13.74,3.8,94
3604,978-597-91967-4,The Scarlet Promise,417,5,Thriller,Action Thriller,Spanish,1998,Hardcover,739,18.46,38.72,3.9,54
3605,978-353-13655-2,The Frozen Orchard,86,15,Mystery,Cozy Mystery,French,2002,eBook,565,3.62,9.73,3.8,42
3606,978-409-81526-7,The Hidden Journey,412,39,Cooking,Baking,English,2019,Paperback,219,9.37,16.23,4.2,66
3607,978-232-38304-1,The Last Orchard,415,65,Thriller,Legal Thriller,English,2001,Paperback,638,6.91,19.7,3.5,59
3608,978-566-36259-2,The Golden Horizon,21,7,Biography,Political Biography,French,2012,Paperback,415,6.17,16.05,3.4,65
3609,978-352-76686-7,The Endless River,138,100,Biography,Political Biography,English,2004,Hardcover,132,5.42,15.38,3.2,78
3610,978-362-14194-6,The Wandering Orchard,289,94,Romance,Paranormal Romance,Spanish,1992,Hardcover,555,18.04,30.23,4.0,115
3611,978-135-77720-5,The Forgotten Compass,81,7,Cooking,Quick Meals,English,2008,eBook,329,5.26,11.62,4.0,120
3612,978-818-88415-0,The Scarlet Flame,208,42,Horror,Supernatural Horror,English,2002,Paperback,800,8.9,22.3,4.5,193
3613,978-944-72977-1,The Last Garden,351,38,Science Fiction,Dystopian,French,1999,eBook,816,5.4,14.22,4.8,300
3614,978-547-90729-4,The Broken Symphony,4,14,Mystery,Crime Thriller,English,2020,Paperback,589,8.51,19.23,3.2,96
3615,978-581-18177-6,The Midnight Echo,320,52,Fantasy,Epic Fantasy,Portuguese,2017,Paperback,561,12.4,20.87,3.9,65
3616,978-932-77428-4,The Fading Legacy,153,75,Mystery,Noir,English,1999,Paperback,333,5.06,10.38,3.8,161
3617,978-559-37937-0,The Burning Journey,394,54,Children,Middle Grade,English,2008,Paperback,169,6.6,15.06,3.1,125
3618,978-659-91715-1,The Silent Shadow,95,89,Business,Economics,Spanish,2015,eBook,162,2.85,6.45,3.6,55
3619,978-484-85841-5,The Broken Labyrinth,351,65,Self-Help,Mindfulness,Chinese,1991,Audiobook,444,7.49,19.74,4.8,196
3620,978-562-71667-6,The Whispering Tide,382,78,Fantasy,Fairy Tale Retelling,English,1993,Paperback,342,7.77,16.22,3.6,40
3621,978-569-87227-0,The Hidden Echo,219,85,Fiction,Literary Fiction,English,2009,Hardcover,792,16.88,37.02,3.5,31
3622,978-739-99205-0,The Scarlet Echo,224,86,Biography,Memoir,English,2023,Paperback,324,6.27,11.78,3.9,45
3623,978-643-99914-2,The Burning Storm,202,58,Mystery,Crime Thriller,English,2023,Paperback,270,3.27,8.22,4.4,189
3624,978-553-86125-0,The Burning Horizon,400,85,History,Ancient History,English,2006,Paperback,693,9.47,24.65,3.7,76
3625,978-168-51482-4,The Last Kingdom,205,38,Fantasy,Urban Fantasy,Chinese,2015,Paperback,704,10.28,20.75,4.0,187
3626,978-913-95888-1,The Frozen River,485,99,Mystery,Noir,English,2007,eBook,383,4.11,7.68,2.6,172
3627,978-898-13283-5,The Hidden River,78,66,History,Military History,English,2022,Paperback,177,4.86,10.25,4.2,269
3628,978-265-14431-6,The Burning Echo,201,37,Romance,Historical Romance,Spanish,2010,eBook,188,4.35,7.95,4.0,60
3629,978-363-13449-8,The Secret Shadow,274,6,Thriller,Legal Thriller,English,2022,Paperback,484,9.01,16.09,4.4,94
3630,978-975-57943-8,The Whispering Harbor,278,35,Mystery,Crime Thriller,English,2003,Paperback,728,13.29,22.94,2.9,72
3631,978-388-21398-2,The Shattered Mirror,229,49,Fiction,Short Stories,German,2023,Audiobook,390,8.14,18.3,3.7,269
3632,978-830-50939-0,The Whispering Storm,487,12,Thriller,Spy Thriller,Chinese,2016,Paperback,132,4.59,7.97,4.4,65
3633,978-806-19263-2,The Restless Symphony,244,57,Romance,Historical Romance,English,2017,Hardcover,382,14.31,27.14,3.6,187
3634,978-873-76333-6,The Distant Garden,84,86,Cooking,World Cuisine,Chinese,1990,Hardcover,122,10.12,19.99,3.9,136
3635,978-114-17812-0,The Frozen Letter,191,32,Cooking,Baking,English,2019,eBook,416,3.88,7.94,3.7,8
3636,978-534-69042-3,The Golden Harbor,28,94,Biography,Memoir,Japanese,1995,Paperback,452,5.82,16.4,3.7,74
3637,978-608-81290-2,The Secret Flame,146,41,Romance,Historical Romance,English,2023,Paperback,631,9.82,20.03,4.5,47
3638,978-852-42654-1,The Whispering Orchard,235,29,Biography,Autobiography,Japanese,1996,Hardcover,168,10.49,19.26,3.1,60
3639,978-301-33984-6,The Burning Flame,40,84,Children,Chapter Book,Chinese,2019,Hardcover,456,19.58,32.79,3.9,9
3640,978-375-52410-5,The Silent Letter,244,62,Thriller,Action Thriller,English,2012,Paperback,243,5.46,11.91,4.0,304
3641,978-261-17078-4,The Scarlet Kingdom,111,63,Horror,Supernatural Horror,Spanish,2004,Paperback,446,9.38,15.7,4.4,79
3642,978-784-51277-8,The Endless Mirror,465,25,Business,Leadership,English,2022,Paperback,809,8.96,22.82,3.8,74
3643,978-997-48112-0,The Ancient Chronicle,70,60,Biography,Memoir,English,2003,Paperback,638,10.66,18.08,4.4,312
3644,978-226-72745-1,The Hidden Promise,228,87,Fantasy,Epic Fantasy,English,1992,eBook,711,4.89,9.84,3.9,29
3645,978-309-91815-3,The Midnight Shadow,92,20,Fantasy,Urban Fantasy,English,1992,eBook,147,3.12,6.06,4.0,144
3646,978-376-80607-5,The Secret Echo,222,1,Cooking,Quick Meals,English,2020,Paperback,654,10.52,21.32,3.9,52
3647,978-899-51837-5,The Fading Echo,241,77,Biography,Memoir,English,2003,Paperback,726,12.88,21.62,4.3,18
3648,978-500-26444-0,The Hidden Kingdom,250,70,Romance,Romantic Comedy,English,2019,Hardcover,589,10.93,30.27,4.2,165
3649,978-353-78965-8,The Last Tide,237,21,Children,Early Reader,English,1990,Paperback,667,8.47,18.71,3.3,196
3650,978-389-87571-2,The Last Mirror,223,55,Business,Marketing,English,1992,Hardcover,153,10.35,18.2,4.0,95
3651,978-637-42222-3,The Ancient Harbor,144,13,Biography,Political Biography,Chinese,2025,eBook,637,4.37,11.16,4.2,184
3652,978-447-73229-5,The Restless Harbor,450,29,Romance,Paranormal Romance,French,1995,Paperback,705,10.92,22.17,4.7,69
3653,978-226-81682-8,The Quiet Chronicle,325,19,Poetry,Sonnets,Japanese,2014,Paperback,281,6.69,13.92,3.3,122
3654,978-837-45313-5,The Whispering Shadow,309,93,Fantasy,Urban Fantasy,Japanese,2002,eBook,449,5.22,9.46,4.2,107
3655,978-479-55037-8,The Burning Tide,204,36,Poetry,Contemporary Poetry,Chinese,2008,Paperback,415,10.68,18.42,3.7,60
3656,978-330-41860-1,The Ancient Garden,399,48,Self-Help,Career Development,Spanish,1994,Hardcover,188,8.41,20.27,4.0,40
3657,978-754-44095-5,The Hidden Horizon,341,25,Fiction,Short Stories,English,1999,eBook,209,3.7,7.08,3.3,194
3658,978-770-95801-7,The Scarlet Labyrinth,78,53,Mystery,Noir,Spanish,2017,Paperback,330,5.21,10.7,3.9,102
3659,978-239-11652-4,The Quiet Tide,217,56,Young Adult,YA Romance,English,2009,Paperback,196,7.11,13.78,4.1,76
3660,978-166-24320-3,The Shattered Echo,438,9,Horror,Psychological Horror,Portuguese,2008,Paperback,471,6.5,16.24,3.4,70
3661,978-140-94954-8,The Quiet Tide,440,79,Science Fiction,Space Opera,Spanish,2024,Paperback,159,4.66,11.14,4.7,177
3662,978-788-23830-1,The Hidden Orchard,486,42,Children,Early Reader,English,2004,Paperback,129,3.84,7.87,3.1,132
3663,978-662-72667-3,The Scarlet Journey,376,47,Business,Leadership,English,2018,eBook,560,4.37,12.47,4.2,107
3664,978-812-48954-7,The Broken Chronicle,479,16,Young Adult,YA Romance,French,2016,eBook,296,2.5,4.73,2.6,92
3665,978-663-92852-8,The Broken Harbor,127,7,Young Adult,YA Dystopian,French,2006,Paperback,384,7.1,18.18,3.8,74
3666,978-461-80467-8,The Silent Mirror,492,56,Science Fiction,Cyberpunk,English,2000,eBook,355,4.97,8.53,4.2,90
3667,978-630-74786-7,The Ancient Symphony,474,3,Children,Picture Book,English,2002,eBook,448,3.91,6.92,4.3,171
3668,978-749-58633-0,The Golden Letter,349,58,Young Adult,YA Contemporary,Italian,2021,Hardcover,444,16.51,32.64,3.8,72
3669,978-458-83480-8,The Broken Legacy,340,77,Fantasy,Fairy Tale Retelling,German,2001,Paperback,213,7.46,13.02,3.8,35
3670,978-922-38108-3,The Silent Storm,336,25,Romance,Romantic Comedy,English,2013,Hardcover,121,5.3,8.88,4.2,161
3671,978-908-61489-5,The Broken Promise,56,29,Cooking,Quick Meals,English,1994,Paperback,430,8.28,15.22,4.4,147
3672,978-819-70726-3,The Broken Echo,34,95,Business,Economics,English,2002,eBook,515,5.22,10.3,4.7,225
3673,978-992-86896-7,The Midnight Echo,120,46,Science Fiction,Dystopian,Italian,2023,eBook,657,6.04,13.06,3.2,121
3674,978-451-94803-5,The Frozen Harbor,142,31,Young Adult,YA Romance,Portuguese,2009,eBook,258,3.66,6.61,3.8,125
3675,978-202-16971-7,The Last Chronicle,30,89,Self-Help,Productivity,English,2019,Paperback,178,3.18,6.04,2.7,22
3676,978-535-17154-1,The Restless Mirror,394,66,History,Cultural History,English,1999,Hardcover,538,15.73,33.61,3.1,78
3677,978-770-35665-1,The Golden Letter,18,60,Self-Help,Career Development,English,2017,Hardcover,751,17.54,36.92,3.5,59
3678,978-800-75135-3,The Quiet Echo,181,98,Cooking,Healthy Eating,English,2025,Paperback,287,3.63,8.92,4.4,166
3679,978-449-29739-0,The Broken Horizon,54,61,Biography,Memoir,English,2023,Paperback,180,6.6,12.06,3.6,273
3680,978-363-29475-6,The Midnight Tide,311,81,History,World History,Spanish,2005,Paperback,401,9.35,16.42,3.7,156
3681,978-500-81485-2,The Last Mirror,476,71,Young Adult,YA Dystopian,Chinese,2014,eBook,512,3.3,9.32,4.1,31
3682,978-822-16591-5,The Distant Mirror,294,75,History,Ancient History,English,2022,Hardcover,556,10.14,26.83,3.5,110
3683,978-154-80459-0,The Broken River,280,69,Cooking,Healthy Eating,English,2019,Hardcover,198,10.04,16.79,2.8,47
3684,978-394-81597-1,The Silent Chronicle,291,6,Mystery,Crime Thriller,Spanish,2025,Hardcover,579,11.49,29.13,3.5,142
3685,978-306-33211-5,The Endless Promise,136,19,Business,Marketing,English,1991,eBook,360,4.54,8.5,3.8,172
3686,978-824-14623-2,The Midnight Harbor,186,53,Young Adult,YA Contemporary,English,2009,Paperback,141,5.75,12.22,4.2,103
3687,978-522-22499-1,The Quiet Kingdom,158,71,Business,Economics,English,2018,Hardcover,765,13.87,28.88,3.8,72
3688,978-178-79605-2,The Quiet Horizon,443,76,Thriller,Psychological Thriller,French,2016,Paperback,494,6.7,17.77,4.1,134
3689,978-335-13914-1,The Burning Letter,182,81,Self-Help,Personal Finance,English,1995,Paperback,333,5.85,15.22,4.4,68
3690,978-139-17807-5,The Burning Tide,125,67,Fiction,Short Stories,French,2010,Paperback,691,10.53,21.29,4.5,208
3691,978-527-97554-1,The Restless Symphony,253,5,Cooking,Quick Meals,Portuguese,1995,eBook,677,4.86,10.94,4.0,152
3692,978-996-75596-3,The Golden Kingdom,386,57,Poetry,Classic Poetry,English,1993,Paperback,264,8.67,15.79,3.3,61
3693,978-609-16464-6,The Last Garden,188,72,Romance,Paranormal Romance,French,1994,Hardcover,792,24.23,40.86,3.2,34
3694,978-881-28890-4,The Shattered Promise,13,93,Fiction,Historical Fiction,Chinese,2024,Paperback,492,9.12,16.49,3.3,100
3695,978-767-55639-5,The Golden Orchard,205,62,Young Adult,YA Romance,Spanish,1999,Hardcover,303,9.76,21.62,3.3,172
3696,978-893-22144-2,The Distant Flame,420,56,Young Adult,YA Dystopian,English,2006,Audiobook,433,10.39,22.08,4.0,176
3697,978-379-76360-8,The Hidden Storm,431,16,Self-Help,Mindfulness,English,1999,eBook,251,3.27,8.4,4.9,44
3698,978-955-11055-3,The Broken Symphony,380,84,Science Fiction,Dystopian,German,2022,Paperback,714,10.35,19.76,4.0,141
3699,978-314-89324-2,The Hidden Promise,265,41,Cooking,Healthy Eating,English,2022,Paperback,308,5.39,11.68,3.9,148
3700,978-494-50284-8,The Scarlet Compass,490,89,Biography,Celebrity Biography,Chinese,2013,Paperback,427,9.34,16.55,4.4,95
3701,978-712-97205-5,The Whispering Chronicle,54,18,Young Adult,YA Dystopian,Chinese,2019,Paperback,167,4.56,8.88,3.4,89
3702,978-357-72471-5,The Midnight Tide,61,79,Poetry,Spoken Word,Japanese,1993,Paperback,780,7.36,18.74,4.5,191
3703,978-337-35526-7,The Fading River,357,30,History,Ancient History,Chinese,2025,eBook,332,3.13,6.92,4.4,125
